title	id	price	sale price	condition	availability	channel	feed label	language	additional image link	all clicks	brand	color	description	google product category	image link	item group id	link	merchant item id	modification info(modification source:modifier)	product detail(attribute name:attribute value:section name)	product type	purchasable without shipping	rating average	rating count	sell on google quantity	shipping(country)	shipping weight	size	sku
Sailor's Buoy in Pink	shopify_US_7380850016411_42443478139035	155.00 USD			out of stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/products/WHIP-KS-Oc22-DanielHanochPhotographer-5_c586ab6f-b9da-4170-8c28-b1d7348d90ef.jpg?v=1666860251,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7083.jpg?v=1666859409,https://cdn.shopify.com/s/files/1/1129/5340/products/WHIP-KS-Oc22-DanielHanochPhotographer-6.jpg?v=1666860350,https://cdn.shopify.com/s/files/1/1129/5340/products/WHIP-KS-Oc22-DanielHanochPhotographer-43.jpg?v=1666860304	0	Knots Studio		"Add a whimsical touch to your space with our Buoys collection. The inspiration for this collection came from watching the buoys hanging on the Boats of the Jaffa's old port. These cushions are sure to brighten up your home, adding a nautical appeal to the design. A perfect accent piece for the living room, bedroom and office. Each Cushion is made by our talented team. Size: ø16cm/ 6.5 inchLength : 67cm / 26 inch Materials: stiff foam filling, upholstery materials, polyester vegan suede fabric.Care: Spot clean with cold water and mild soap. Vacuum once a week to keep the fabric fresh and clean. Production and shipping time: We make each piece to order in our studio. Please allow 10 - 15 business days for us to make & ship your purchase. We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience. Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs. Please Read about our shipping, refunds and exchanges policies. For any thoughts or questions please send us a Message and We'll be happy to answer ASAP."	home & garden > decor > throw pillows	https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7081.jpg?v=1655121097		https://www.knots-studio.com/products/sailor-buoy-in-pink?variant=42443478139035&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/42443478139035	third party shopify:third party syncing						0		0.3 kg		913
Burgundy Velvet Knot Pillow	shopify_US_8483677634715_46362812154011	125.00 USD	100.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/burgpillow.jpg?v=1746959226	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > linens & bedding > bedding > pillows	https://cdn.shopify.com/s/files/1/1129/5340/files/burg_p.jpg?v=1746959226		https://www.knots-studio.com/products/burgandy-velvet-knot-pillow-new?variant=46362812154011&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46362812154011	third party shopify:third party syncing		Knot Pillow						0.3 kg		10010Brg
(M) Mauve Knot Ottoman	shopify_US_8483278225563_46361435832475	495.00 USD	445.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/2acadc24-3337-4721-bf54-022320072a86.jpg?v=1773164813,https://cdn.shopify.com/s/files/1/1129/5340/files/433880ba-8b55-4b69-bbd5-2a7fb3b43689.jpg?v=1750002967,https://cdn.shopify.com/s/files/1/1129/5340/files/mau_m_897afbda-a9f5-492d-9cd6-81b470340643.jpg?v=1750002938,https://cdn.shopify.com/s/files/1/1129/5340/files/mau3.jpg?v=1750002938,https://cdn.shopify.com/s/files/1/1129/5340/files/mau4.jpg?v=1750002938	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7609_46f518bf-741c-4035-84b0-e75ce5e3981d.jpg?v=1746883820		https://www.knots-studio.com/products/m-mauve-knot-floor-cushion-new?variant=46361435832475&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361435832475	third party shopify:third party syncing		Medium Knot Cushion				8		4 kg		10020Mve
"Burgundy Velvet Woven Bench 47"""	shopify_US_8489417146523_46392745459867	995.00 USD	896.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/burgandy_bench.jpg?v=1747527412,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy4_4a1a44b1-0b36-4391-b4a1-d7279296bd72.jpg?v=1747527376,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy2_62e6e803-9499-40aa-8616-8f6b7140b89a.jpg?v=1747527372,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy3_4f9fdcb3-1105-47cb-96a3-52f392fbb64c.jpg?v=1747527372,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/burgandy_bench2.jpg?v=1747527390	shopify_US_8489417146523	https://www.knots-studio.com/products/burgandy-velvet-woven-bench?variant=46392745459867&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392745459867	third party shopify:third party syncing	size:"47""":Variant	Woven bench				12		9 kg	"47"""	20047Brg
"Petrol Velvet Woven Bench 37"""	shopify_US_8489417965723_46392749916315	895.00 USD	671.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool_3ea87cc5-3e08-43a1-88a0-f12a0f411d1c.jpg?v=1753181356,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool3_723e0205-0a75-4396-a079-b3dcbba6093b.jpg?v=1747521433,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool2_9c37f42c-d198-4903-9041-c0a6ab86ae60.jpg?v=1747521433,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/petrol_bench.jpg?v=1747521449	shopify_US_8489417965723	https://www.knots-studio.com/products/petrol-velvet-woven-bench?variant=46392749916315&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392749916315	third party shopify:third party syncing	size:"37""":Variant	Woven bench				12		6.9 kg	"37"""	20037Ptr
"Truffle Velvet Woven Bench 37"""	shopify_US_8489419112603_46392761254043	845.00 USD	746.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/AA8484B6-C06B-4954-B53D-C0FCAF42AF93.jpg?v=1754771036,https://cdn.shopify.com/s/files/1/1129/5340/files/trufllestool6_538966bb-631d-4175-8194-e73eff578616.jpg?v=1754771036,https://cdn.shopify.com/s/files/1/1129/5340/files/trufllestool5_ca8654ab-21a1-4b34-97ff-f2fcc10d2e70.jpg?v=1754771036,https://cdn.shopify.com/s/files/1/1129/5340/files/truffle_benc.jpg?v=1754771036,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/truffle_bench.jpg?v=1754771036	shopify_US_8489419112603	https://www.knots-studio.com/products/truffle-velvet-woven-bench?variant=46392761254043&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392761254043	third party shopify:third party syncing	size:"37""":Variant	Woven bench				6		6.9 kg	"37"""	20037Trf
(M) Burgundy Knot Ottoman	shopify_US_8483266134171_46361361612955	495.00 USD	445.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/bur_m.jpg?v=1746879762,https://cdn.shopify.com/s/files/1/1129/5340/files/butg_m.jpg?v=1746879762,https://cdn.shopify.com/s/files/1/1129/5340/files/bur.jpg?v=1746879762,https://cdn.shopify.com/s/files/1/1129/5340/files/burg2.jpg?v=1746879762	1	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/burg_m.jpg?v=1746879762		https://www.knots-studio.com/products/m-burgandy-knot-floor-cushion-new?variant=46361361612955&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361361612955	third party shopify:third party syncing		Medium knot cushion				11		4 kg		10020Brg
Ivory Velvet Knot Pillow	shopify_US_8489488580763_46393102074011	125.00 USD	101.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/ivorypillowp.jpg?v=1749728902,https://cdn.shopify.com/s/files/1/1129/5340/files/truffpillow_fb892148-b178-4d05-a70c-9e3dd3ed8ddc.jpg?v=1749728902	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > linens & bedding > bedding > pillows	https://cdn.shopify.com/s/files/1/1129/5340/files/ivory_pillow.jpg?v=1749728902		https://www.knots-studio.com/products/ivory-velvet-knot-pillow?variant=46393102074011&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46393102074011	third party shopify:third party syncing		Knot Pillow				8		0.3 kg		10010Ivr
Burgundy Woven Stool	shopify_US_8489387983003_46392635130011	465.00 USD	418.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy4.jpg?v=1754773132,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy3.jpg?v=1754773132,https://cdn.shopify.com/s/files/1/1129/5340/files/77513176-345F-4307-A524-564ADCAEE06D.jpg?v=1754773132,https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy2.jpg?v=1754773033	0	Knots Studio		"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home."	furniture > chairs	https://cdn.shopify.com/s/files/1/1129/5340/files/stoolburgandy.jpg?v=1754773132		https://www.knots-studio.com/products/burgundy-cherry-woven-stool?variant=46392635130011&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392635130011	third party shopify:third party syncing		Woven stool				4		4 kg		20017Brg
(L) Petrol Knot Ottoman	shopify_US_8483249488027_46361307906203	698.00 USD	625.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250809_233358.jpg?v=1762441574,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7547_3a66b913-6cf1-4bb1-9833-3cd3cfc7c59c.jpg?v=1762441591,https://cdn.shopify.com/s/files/1/1129/5340/files/petrol.jpg?v=1762441591,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9950.jpgpetrol.jpg?v=1762441591	1	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250809_233453.jpg?v=1762441574		https://www.knots-studio.com/products/l-petrol-knot-floor-cushion-new?variant=46361307906203&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361307906203	third party shopify:third party syncing		Large knot cushion				7		8 kg		10030Ptr
Sailor's Buoy in Pink	shopify_US_7380850016411_42443478139035	155.00 USD			out of stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/products/WHIP-KS-Oc22-DanielHanochPhotographer-5_c586ab6f-b9da-4170-8c28-b1d7348d90ef.jpg?v=1666860251,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7083.jpg?v=1666859409,https://cdn.shopify.com/s/files/1/1129/5340/products/WHIP-KS-Oc22-DanielHanochPhotographer-6.jpg?v=1666860350,https://cdn.shopify.com/s/files/1/1129/5340/products/WHIP-KS-Oc22-DanielHanochPhotographer-43.jpg?v=1666860304	0	Knots Studio		"Add a whimsical touch to your space with our Buoys collection. The inspiration for this collection came from watching the buoys hanging on the Boats of the Jaffa's old port. These cushions are sure to brighten up your home, adding a nautical appeal to the design. A perfect accent piece for the living room, bedroom and office. Each Cushion is made by our talented team. Size: ø16cm/ 6.5 inchLength : 67cm / 26 inch Materials: stiff foam filling, upholstery materials, polyester vegan suede fabric.Care: Spot clean with cold water and mild soap. Vacuum once a week to keep the fabric fresh and clean. Production and shipping time: We make each piece to order in our studio. Please allow 10 - 15 business days for us to make & ship your purchase. We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience. Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs. Please Read about our shipping, refunds and exchanges policies. For any thoughts or questions please send us a Message and We'll be happy to answer ASAP."	home & garden > decor > throw pillows	https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7081.jpg?v=1655121097		https://www.knots-studio.com/products/sailor-buoy-in-pink?variant=42443478139035&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/42443478139035	third party shopify:third party syncing						0		0.3 kg		913
Set Of 3 Baskets- Stone	shopify_US_8913576231067_48047273607323	545.00 USD	495.00 USD		out of stock	Online	USD_649363611	en		0	Knots Studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_A_lifestyle_product_photography_scene_featuring_the_exact_same_se_04900bf2-d7e5-4eda-a62e-ccf1163a7935_1.jpg?v=1773167008		https://www.knots-studio.com/products/set-of-3-baskets-graphite-copy?variant=48047273607323&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/48047273607323	third party shopify:third party syncing		Set of 3 Baskets				0		3 kg		30060stn
